bedrijfsnaam,website,branche,aantal_medewerkers,locatie,voornaam,achternaam,functie,email,telefoon,linkedin_url,status,campaign_id,email_sent_at,opened,clicked,replied,reply_text,reply_at,pain_points,personalisatie_note,instantly_lead_id,last_contacted,follow_up_count
Balijepark restaurant,https://balijepark.nl/,Horeca,,"Augustusweg 32, 3453 KS Utrecht, Nederland",,,,info@balijepark.nl,+31 30 662 1254,,new,,,,,,,,{},,,,0
De Nijverheid Kunstcentrum - Café - Expositie - Culturele Vrijhaven,https://www.denijverheid.org/,Horeca,,"Nijverheidskade 15, 3534 AZ Utrecht, Nederland",,,,info@denijverheid.org,,https://www.linkedin.com/company/denijverheid,new,,,,,,,,{},,,,0
De Huismeesters,http://dehuismeesters.com/,Horeca,,"Van Deventerlaan 101 -121, 3528 AG Utrecht, Nederland",,,,amstelveen@dehuismeesters.com,,,new,,,,,,,,{},,,,0
LOX Leidsche Rijn,https://www.lox-nyc.com/,Horeca,,"Lissabonpromenade 6, 3541 DP Utrecht, Nederland",,,,info@lox-nyc.com,0031303030053,,new,,,,,,,,{},,,,0
Lunchroom Parkzicht,https://www.lunchroomparkzicht.nl/,Horeca,,"Amsterdamsestraatweg 543, 3553 EG Utrecht, Nederland",,,,info@lunchroomparkzicht.nl,+31 30 878 8063,,new,,,,,,,,{},,,,0
Pizzaria Amin Eethuis,http://www.aminexpress.nl/,Horeca,,"Amsterdamsestraatweg 225, 3551 CC Utrecht, Nederland",,,,amin-nl@hotmail.com,+31 30 707 0008,,new,,,,,,,,{},,,,0
A Beautiful Mess - Utrecht (AZC Oog in Al),https://abeautifulmess.nl/utrecht/,Horeca,,"Joseph Haydnlaan 2, 3533 AE Utrecht, Nederland",,,,events.arnhem@abeautifulmess.nl,0202470392,https://www.linkedin.com/company/abeautifulmess,new,,,,,,,,{},,,,0
Bestaria Straatweg🍟,https://bestariastraatweg.nl/,Horeca,,"Amsterdamsestraatweg 242, 3551 CR Utrecht, Nederland",,,,bestariastraatweg@gmail.com,+53 345 7953 32453,,new,,,,,,,,{},,,,0
Umai Ramen,https://umairamen.nl/,Horeca,,"Brusselplein 85, 3541 CH Utrecht, Nederland",,,,info@umairamen.nl,+31 30 737 0269,,new,,,,,,,,{},,,,0
't Sluisje,https://www.hetsluisjeveldkamp.nl/,Horeca,,"Amsterdamsestraatweg 390, 3551 CW Utrecht, Nederland",,,,servicedesk@payfastforward.nl,+31302218802,,new,,,,,,,,{},,,,0
Ontbijtjeofzo,https://www.ontbijtjeofzo.nl/,Horeca,,"Heenplaat 9, 3453 SH Utrecht, Nederland",,,,info@ontbijtjeofzo.nl,+31 6 20187459,,new,,,,,,,,{},,,,0
GiROS,http://www.giros-utrecht.nl/,Horeca,,"44, Abel Tasmanstraat, 3531 GW Utrecht, Nederland",,,,info@giros-utrecht.nl,+31 30 294 3104,,new,,,,,,,,{},,,,0
Pizza Beppe Utrecht Lombok,https://www.pizzabeppe.nl/en/locations/utrecht/lombok?utm_source=google&utm_medium=organic&utm_campaign=bedrijfprofiel&utm_content=websiteklik,Horeca,,"Vleutenseweg 124, 3532 HM Utrecht, Nederland",,,,groupreservation5@pizzabeppe.nl,+31 30 304 5291,,new,,,,,,,,{},,,,0
Vegan Pizza Bar,https://www.veganpizzabar.com/,Horeca,,"Jaarbeursboulevard 264, 3521 BC Utrecht, Nederland",,,,info@veganpizzabar.com,+31104993331,,new,,,,,,,,{},,,,0
Brandstof Lunchroom & Bedrijfscatering,http://www.brandstoflunchroom.nl/,Horeca,,"Amsterdamsestraatweg 314, 3551 CT Utrecht, Nederland",,,,brandstofsnackwagen@gmail.com,+31 6 33499132,,new,,,,,,,,{},,,,0
MOOS - Utrecht,http://www.moos-utrecht.nl/,Horeca,,"Amsterdamsestraatweg 283, 3551 CE Utrecht, Nederland",,,,info@moos-utrecht.nl,0303691226,,new,,,,,,,,{},,,,0
Restaurant Fico,http://www.ficoutrecht.nl/,Horeca,,"Veilinghavenkade 14, 3521 AK Utrecht, Nederland",,,,info@ficoutrecht.nl,+31302966001,,new,,,,,,,,{},,,,0
Fesleyen Bistro,http://www.fesleyen.nl/,Horeca,,"Ella Fitzgeraldplein 185, 3543 EN Utrecht, Nederland",,,,info@fesleyen.nl,+31 30 737 0648,,new,,,,,,,,{},,,,0
Restaurant Bij Goes,http://www.bijgoes.nl/,Horeca,,"Naamrijk 1, 3454 PX Utrecht, Nederland",,,,info@bijgoes.nl,+31 30 200 4154,,new,,,,,,,,{},,,,0
D'Amici,https://www.damiciutrecht.nl/,Horeca,,"Hindersteinlaan 9, 3451 EV Utrecht, Nederland",,,,info@damiciutrecht.nl,0648480947,,new,,,,,,,,{},,,,0
Yunak,https://yunakbestellen.nl/,Horeca,,"Kanaalstraat 84, 3531 CL Utrecht, Nederland",,,,info@yunak.nl,030 889 0005,,new,,,,,,,,{},,,,0
Brasserie de Buren,http://www.deburenvleuten.nl/,Horeca,,"Odenveltlaan 2, 3451 ZN Utrecht, Nederland",,,,Wiete@deburenvleuten.nl,,,new,,,,,,,,{},,,,0
Bar Brasserie De Blend,https://www.deblend.nl/,Horeca,,"Vleutensevaart 100, 3532 AD Utrecht, Nederland",,,,events@deblend.nl,0303042035,https://www.linkedin.com/company/bar-brasserie-de-blend,new,,,,,,,,{},,,,0
Wellness Suite Utrecht,http://www.wellnesssuite-utrecht.com/,Horeca,,"72b Oude Pijlsweerdstraat 3513 GL, 3513 GL Utrecht, Nederland",,,,info@hotel-chao.nl,+31 30 234 2849,,new,,,,,,,,{},,,,0
Park Plaza Utrecht,https://www.parkplazautrecht.com/,Horeca,,"Westplein 50, 3531 BL Utrecht, Nederland",,,,ppufo@pphe.com,+31 30 292 5200,,new,,,,,,,,{},,,,0
Pizza Del Mozzo,https://www.pizzeriadelmozzo.nl/,Horeca,,"Kalverstraat 27, 3454 AC Utrecht, Nederland",,,,hakan_cayir_8@hotmail.com,+31 30 633 8512,,new,,,,,,,,{},,,,0
Carlton President Hotel,https://www.carltonpresident.nl/,Horeca,,"Floraweg 25, 3542 DX Utrecht, Nederland",,,,info@carltonpresident.nl,+31 30 241 4182,https://www.linkedin.com/company/carlton-president-hotel,new,,,,,,,,{},,,,0
Longhorn Bar & Grill,https://longhornbar.nl/,Horeca,,"Van Sijpesteijnkade 1, 3521 AH Utrecht, Nederland",,,,info@longhornbar.nl,+31 6 13805562,,new,,,,,,,,{},,,,0
2L De Blend Hotel Utrecht,http://www.2ldeblend.nl/,Horeca,,"Vleutensevaart 100, 3532 AD Utrecht, Nederland",,,,info@2ldeblend.nl,0031303033660,https://www.linkedin.com/company/2l-de-blend,new,,,,,,,,{},,,,0
Mooie Boules Utrecht,https://mooieboules.nl/utrecht/,Horeca,,"Steenovenweg 1, 3532 AE Utrecht, Nederland",,,,utrecht@mooieboules.nl,020 308 6093,https://www.linkedin.com/company/mooie-boules,new,,,,,,,,{},,,,0
Café De Windhoek,http://www.dewindhoek.nl/,Horeca,,"Laan van Nieuw Guinea 39, 3531 JC Utrecht, Nederland",,,,Info@dewindhoek.nl,0687303362,,new,,,,,,,,{},,,,0
Fort aan de Klop,http://www.fortaandeklop.com/,Horeca,,"1e Polderweg 4, 3563 MC Utrecht, Nederland",,,,info@fortaandeklop.com,+31302660555,https://nl.linkedin.com/company/fort-aan-de-klop,new,,,,,,,,{},,,,0
De Bee's Hive,https://www.debeeshive.nl/,Horeca,,"Sweder van Zuylenweg 56, 3553 HG Utrecht, Nederland",,,,info@debeeshive.nl,(030) 785-2199,,new,,,,,,,,{},,,,0
Cafe de Burcht - Vleuterweide,https://cafedeburcht.nl/,Horeca,,"Burchtplein 7, 3452 MJ Utrecht, Nederland",,,,vleuterweide@cafedeburcht.nl,+31 30 200 1195,,new,,,,,,,,{},,,,0
Burgers & Pancakes Utrecht,https://utrecht.burgersandpancakes.com/,Horeca,,"2e Polderweg 11, 3565 MD Utrecht, Nederland",,,,info@burgersandpancakes.com,+31 30 261 7782,,new,,,,,,,,{},,,,0
't Wapen van Haarzuylen,http://www.wapenvanhaarzuylen.nl/,Horeca,,"Brink 2, 3455 SE Haarzuilens, Nederland",,,,info@wapenvanhaarzuylen.nl,+31 30 677 1998,,new,,,,,,,,{},,,,0
LIEMÈS restaurant | events,http://www.liemes.nl/,Horeca,,"Proostwetering 11, 3543 AB Utrecht, Nederland",,,,ed@liemes.nl,030 711 6909,,new,,,,,,,,{},,,,0
Inntel Hotels Utrecht Centre,https://www.inntelhotels.nl/utrechtcentre/?utm_source=GMB&utm_medium=organic,Horeca,,"Smakkelaarshoek 24, 3511 EC Utrecht, Nederland",,,,infoutrecht@inntelhotels.nl,+31 30 202 0990,https://www.linkedin.com/company/inntel-hotels,new,,,,,,,,{},,,,0
Restaurant The Colour Kitchen Utrecht,http://www.thecolourkitchen.com/,Horeca,,"Prinses Christinalaan 1, 3554 JL Utrecht, Nederland",,,,zuilen@thecolourkitchen.com,+31 30 223 0023,https://www.linkedin.com/in/colourkitchen,new,,,,,,,,{},,,,0
De Utrechter Stadsbrasserie en Bar,http://www.deutrechter.nl/?utm_source=google&utm_medium=mijn-bedrijf&utm_campaign=none,Horeca,,"Vredenburg 40, 3511 BD Utrecht, Nederland",,,,info@deutrechter.nl,0302271857,https://www.linkedin.com/company/deutrechter,new,,,,,,,,{},,,,0
Turks Restaurant Laila Utrecht,http://www.laila.nl/,Horeca,,"Proostwetering 80N, 3543 AJ Utrecht, Nederland",,,,utrecht@laila.nl,0303075759,,new,,,,,,,,{},,,,0
Cucina Elena | Houtoven pizzeria | Vleuten,https://cucinaelena.nl/,Horeca,,"Stationsstraat 53, 3451 BW Vleuten, Nederland",,,,info@cucinaelena.nl,+31 30 677 1888,,new,,,,,,,,{},,,,0
Parque Café,https://www.parquewest.nl/food-drinks/parque-cafe,Horeca,,"Componistenlaan 2, 3451 SX Utrecht, Nederland",,,,info@parquewest.nl,0302081400,https://nl.linkedin.com/company/parque-west,new,,,,,,,,{},,,,0
deKleineBaron Catering&Coffee,https://www.dekleinebaron.nl/menu,Horeca,,"Edisonstraat 125, 3553 BR Utrecht, Nederland",,,,Catering@dekleinebaron.nl,+31302445151,https://www.linkedin.com/company/dekleinebaron,new,,,,,,,,{},,,,0
CastellumCafé,https://www.castellum.cafe/,Horeca,,"Hoge Woerdplein 1, 3454 PB Utrecht, Nederland",,,,marije@castellumcafe.nl,0306338038,,new,,,,,,,,{},,,,0
Hoeve Wielrevelt Restaurant,http://www.hoevewielrevelt.nl/,Horeca,,"Thematerweg 10, 3455 SN Utrecht, Nederland",,,,activiteiten@hoevewielrevelt.nl,+31 30 677 2734,https://www.linkedin.com/company/hoevewielrevelt,new,,,,,,,,{},,,,0
De Kookfabriek,http://www.kookfabriek.nl/,Horeca,,"2e Daalsedijk 4, 3551 EJ Utrecht, Nederland",,,,info@kookfabriek.nl,+31857441007,https://www.linkedin.com/company/de-kookfabriek,new,,,,,,,,{},,,,0
Restaurant Dengh Utrecht,https://dengh.nl/?utm_source=gmb&utm_medium=account&utm_campaign=algemeen,Horeca,,"Enghlaan 17, 3543 BD Utrecht, Nederland",,,,events@dengh.nl,0303039252,,new,,,,,,,,{},,,,0
Grieks Restaurant Nikos,https://restaurantnikos.nl/,Horeca,,"Amsterdamsestraatweg 751, 3555 CV Utrecht, Nederland",,,,nikos@restaurantnikos.nl,+31 30 223 0863,,new,,,,,,,,{},,,,0
vandeStreek Proeflokaal/ Taproom,http://www.vandestreek-bier.nl/proeflokaal,Horeca,,"Ontariodreef 43, 3565 BC Utrecht, Nederland",,,,proeflokaal@vandestreek-bier.nl,+31307370253,,new,,,,,,,,{},,,,0
Babes Coffee Piaggio TukTuks (koffie op locatie),http://www.babescoffee.nl/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=website,Horeca,,"Maarssenbroeksedijk 1A, 3542 DL Utrecht, Nederland",,,,happy@babescoffee.nl,+31 6 38308274,https://nl.linkedin.com/in/freek-onrust-21485a77,new,,,,,,,,{},,,,0
Dodici,https://dodici-utrecht.nl/,Horeca,,"Wittevrouwenstraat 12, 3512 CT Utrecht, Nederland",,,,info@dodici-utrecht.nl,+31 30 781 1212,,new,,,,,,,,{},,,,0
Grand Bar & Brasserie Marie bij De Vereeniging,https://www.grandbarmarie.nl/,Horeca,,"Mariaplaats 14, 3511 LJ Utrecht, Nederland",,,,info@grandbarmarie.nl,+31303031480,https://www.linkedin.com/company/grand-bar-brasserie-marie,new,,,,,,,,{},,,,0
Caterique,http://www.caterique.nl/,Horeca,,"Fermiweg 103, 3542 CC Utrecht, Nederland",,,,info@caterique.nl,+31 30 292 6427,,new,,,,,,,,{},,,,0
Vineyard food + drinks Lage Weide,https://vineyardfoodanddrinks.nl/locaties/vineyard-food-drinks-utrecht/,Horeca,,"Atoomweg 63, 3542 AA Utrecht, Nederland",,,,info@vineyardfoodanddrinks.nl,+31303035577,,new,,,,,,,,{},,,,0
100% Real Greek,http://www.100realgreek.nl/,Horeca,,"Zandweg 115, 3454 JZ Utrecht, Nederland",,,,info@100realgreek.nl,0307371271,,new,,,,,,,,{},,,,0
Lambieck Frituur,http://www.lambieckfrituur.nl/,Horeca,,"Odenveltlaan 2, 3451 ZN Utrecht, Nederland",,,,info@lambieckfrituur.nl,+31 30 677 1201,,new,,,,,,,,{},,,,0
Eetcafé Vallen,http://www.eetcafevallen.nl/,Horeca,,"Stationsstraat 49, 3451 BW Utrecht, Nederland",,,,info@eetcafevallen.nl,+31 30 677 1206,,new,,,,,,,,{},,,,0
Bed and Breakfast de Buitenhof,https://www.bedandbreakfastdebuitenhof.nl/,Horeca,,"Enghlaan 4, 3543 BD Utrecht, Nederland",,,,petradongelmans@gmail.com,+31 6 10063906,,new,,,,,,,,{},,,,0
De Moestuin Utrecht,https://www.moestuinutrecht.nl/,Horeca,,"Laan van Maarschalkerweerd 2, 3585 LJ Utrecht, Nederland",,,,info@moestuinutrecht.nl,030 2144 869,https://www.linkedin.com/company/moestuin-maarschalkerweerd-bv,new,,,,,,,,{},,,,0
De Pizzabakkers Voorstraat🍕,https://www.depizzabakkers.nl/voorstraat/,Horeca,,"Voorstraat 58, 3512 AR Utrecht, Nederland",,,,voorstraat@depizzabakkers.nl,+31303070102,https://www.linkedin.com/company/de-pizzabakkers,new,,,,,,,,{},,,,0
Restaurant C'est Ça,http://www.restaurant-cestca.nl/,Horeca,,"Bollenhofsestraat 142, 3572 VT Utrecht, Nederland",,,,info@restaurant-cestca.nl,0302710105,,new,,,,,,,,{},,,,0
Lucas Workshops & Groepsuitjes,http://lucasutrecht.nl/,Horeca,,"Wittevrouwenstraat 23, 3512 CS Utrecht, Nederland",,,,info@lucasutrecht.nl,0307370567,,new,,,,,,,,{},,,,0
Villa Garden,https://www.villarestaurant.nl/,Horeca,,"Vleutenseweg 382, 3532 HW Utrecht, Nederland",,,,info@villarestaurant.nl,+31 30 785 8328,,new,,,,,,,,{},,,,0
Eethuis,https://www.eethuis-utrecht.nl/,Horeca,,"Nobelstraat 28, 3512 EP Utrecht, Nederland",,,,info@eethuis-utrecht.nl,+31 6 17411899,,new,,,,,,,,{},,,,0
HEMA,https://winkels.hema.nl/nl/utrecht/hema-utrecht-centrum?y_source=1_MTU0NTcyMDctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Horeca,,"Steenweg 59, 3511 JN Utrecht, Nederland",,,,hemaklantenservice@hema.nl,+31302312507,,new,,,,,,,,{},,,,0
Nieuwe Dikke Dries Oost,https://oost.dikkedries.nl/,Horeca,,"Willem de Zwijgerstraat 31, 3583 HB Utrecht, Nederland",,,,yvette@dikkedries.nl,+31 30 251 1878,,new,,,,,,,,{},,,,0
Het Muzieklokaal,http://hetmuzieklokaal.nl/,Horeca,,"Bemuurde Weerd Oostzijde 13, 3514 AN Utrecht, Nederland",,,,info@hetmuzieklokaal.nl,0307210831,,new,,,,,,,,{},,,,0
Café Ouwe Dikke Dries,http://ouwedikkedries.nl/,Horeca,,"Waterstraat 32, 3511 RK Utrecht, Nederland",,,,info@ouwedikkedries.nl,0302273383,,new,,,,,,,,{},,,,0
Meneer Potter,http://meneerpotter.nl/,Horeca,,"Potterstraat 3, 3512 TA Utrecht, Nederland",,,,meneerpotter@vineyardneude.nl,+31 30 202 8004,,new,,,,,,,,{},,,,0
NODA Eetbar & Deli,http://noda-utrecht.nl/,Horeca,,"Neude 11, 3511 AL Utrecht, Nederland",,,,noda@vineyardneude.nl,+31 30 303 5574,,new,,,,,,,,{},,,,0
KEEK bio koffiebar & lunchroom,http://www.keekutrecht.nl/,Horeca,,"Twijnstraat 23, 3511 ZG Utrecht, Nederland",,,,springweg@keekutrecht.nl,+31 30 233 3299,,new,,,,,,,,{},,,,0
Korean BBQ Wasabite/Gochubite,http://www.wasabite.nl/,Horeca,,"Draaiweg 22, 3515 EM Utrecht, Nederland",,,,info@wasabite.nl,+31307854850,,new,,,,,,,,{},,,,0
Oudaen,https://www.oudaen.nl/,Horeca,,"Oudegracht 99, 3511 AE Utrecht, Nederland",,,,info@oudaen.nl,+31302311864,https://www.linkedin.com/company/stadskasteel-oudaen,new,,,,,,,,{},,,,0
Taverna,http://www.grieksrestauranttaverna.nl/,Horeca,,"Oudegracht aan de Werf 101, 3511 AL Utrecht, Nederland",,,,taverna@kpnmail.nl,+31 30 233 4939,,new,,,,,,,,{},,,,0
Sirtaki,https://www.sirtaki-utrecht.com/,Horeca,,"Servetstraat 1, 3512 JG Utrecht, Nederland",,,,utrechtsirtaki@gmail.com,+31 30 232 8316,,new,,,,,,,,{},,,,0
Brothers In Law Taphouse - Cafe | Restaurant | Borrel,http://www.brothersinlawtaphouse.nl/,Horeca,,"Ledig Erf 36, 3582 EA Utrecht, Nederland",,,,jochem@upbeatles.nl,+31 30 785 7632,https://www.linkedin.com/company/brothers-in-law-taphouse,new,,,,,,,,{},,,,0
Dapur Cinta,https://www.dapurcinta.nl/,Horeca,,"Voorstraat 98, 3512 AV Utrecht, Nederland",,,,dapurcinta.nl@hotmail.com,+31 6 15342022,,new,,,,,,,,{},,,,0
Restaurant Kartoffel,https://www.kartoffel.nl/,Horeca,,"Oudegracht aan de Werf 145, 3511 AJ Utrecht, Nederland",,,,info@kartoffel.nl,+31302381338,,new,,,,,,,,{},,,,0
MOJO Japanese Kitchen,https://mo-jo.eu/,Horeca,,"Potterstraat 16-20, 3512 TB Utrecht, Nederland",,,,amsterdam@mo-jo.eu,030 8780945,,new,,,,,,,,{},,,,0
Kitchen Bar Danel,http://www.danel-utrecht.nl/,Horeca,,"Vredenburgkade 11, 3511 WC Utrecht, Nederland",,,,info@danel-utrecht.nl,+31 30 760 6829,,new,,,,,,,,{},,,,0
Restaurant Seven Utrecht,http://www.sevenutrecht.nl/,Horeca,,"Mariaplaats 7, 3511 LH Utrecht, Nederland",,,,info@sevenutrecht.nl,+31 30 231 8084,,new,,,,,,,,{},,,,0
Djakarta,http://www.djakarta.nl/,Horeca,,"Lucasbolwerk 19, 3512 EH Utrecht, Nederland",,,,info@djakarta.nl,+31 30 231 9101,,new,,,,,,,,{},,,,0
Spaghetteria Pasta-bar,http://www.spaghetteria.com/,Horeca,,"Korte Koestraat 4, 3511 RP Utrecht, Nederland",,,,info@spaghetteria.com,+31 30 737 0458,,new,,,,,,,,{},,,,0
Ixi Restaurant Sushi & Grill & Drink,http://www.ixirestaurant.nl/,Horeca,,"Veilinghavenkade 115, 3521 AT Utrecht, Nederland",,,,info@ixirestaurant.nl,+31 30 781 1781,,new,,,,,,,,{},,,,0
Restaurant La Cantina di David,https://www.cantinadidavid.nl/,Horeca,,"Oudegracht, Oudegracht aan de Werf 88, 3511 AC Utrecht, Nederland",,,,info@cantinadidavid.nl,+31302368436,,new,,,,,,,,{},,,,0
Vlaamsch Broodhuys Nachtegaalstraat Utrecht,https://www.vlaamschbroodhuys.nl/winkels/utrecht/nachtegaalstraat/,Horeca,,"Nachtegaalstraat 54, 3581 AL Utrecht, Nederland",,,,info@vlaamschbroodhuys.nl,0302316153,,new,,,,,,,,{},,,,0
NOEN,http://www.noen-utrecht.nl/,Horeca,,"Jan van Scorelstraat 8, 3583 ED Utrecht, Nederland",,,,info@noen-utrecht.nl,+31 30 254 6526,,new,,,,,,,,{},,,,0
Restaurant De Markt Utrecht centrum,https://www.restaurantdemarkt.nl/,Horeca,,"Drieharingstraat 27, 3511 BH Utrecht, Nederland",,,,info@restaurantdemarkt.nl,+31302300991,,new,,,,,,,,{},,,,0
Cafe het College,http://www.cafehetcollege.nl/,Horeca,,"Mariastraat 3, 3511 LN Utrecht, Nederland",,,,info@cafehetcollege.nl,+31302319136,,new,,,,,,,,{},,,,0
Winkel van Sinkel,http://www.dewinkelvansinkel.nl/,Horeca,,"Oudegracht 158, 3511 AZ Utrecht, Nederland",,,,info@dewinkelvansinkel.nl,030 230 30 30,https://www.linkedin.com/company/winkel-van-sinkel,new,,,,,,,,{},,,,0
Firma Pickles Burgers & Wines,http://firmapickles.nl/,Horeca,,"Drieharingstraat 1, 3511 BH Utrecht, Nederland",,,,info@firmapickles.nl,+31 30 231 7971,,new,,,,,,,,{},,,,0
't Gras van de Buren,http://www.grasvandeburen.nl/,Horeca,,"Lange Jansstraat 16, 3512 BB Utrecht, Nederland",,,,info@grasvandeburen.nl,+31 30 234 3325,,new,,,,,,,,{},,,,0
Anne&Max Utrecht Domstraat,https://www.annemax.nl/vestigingen/utrechtdomstraat,Horeca,,"Domstraat 4, 3512 JB Utrecht, Nederland",,,,utrechtdomstraat@annemax.nl,+31 30 400 4050,https://nl.linkedin.com/company/anne,new,,,,,,,,{},,,,0
Club Claar,https://clubclaar.nl/,Horeca,,"Voor Clarenburg 7, 3511 JE Utrecht, Nederland",,,,events@clubclaar.nl,0302145704,,new,,,,,,,,{},,,,0
Restaurant Metro City Kitchen,http://restaurantmetro.nl/,Horeca,,"Jaarbeursplein 15, 3521 AG Utrecht, Nederland",,,,reserveren@restaurantmetro.nl,+31 30 307 3535,,new,,,,,,,,{},,,,0
Restaurant PK bar & kitchen,https://www.pkutrecht.nl/nl/openingstijden/,Horeca,,"Oudegracht 101, 103, 3511 AE Utrecht, Nederland",,,,info@pkutrecht.nl,+31302311126,,new,,,,,,,,{},,,,0
Café Carèl,http://www.cafecarel.nl/,Horeca,,"Janskerkhof 6, 3512 BK Utrecht, Nederland",,,,info@cafecarel.nl,0302343374,,new,,,,,,,,{},,,,0
Pastoe Foodbar,https://www.pastoe-foodbar.nl/,Horeca,,"Rotsoord 7, 3523 CL Utrecht, Nederland",,,,reserveren@pastoe-foodbar.nl,+31304004080,,new,,,,,,,,{},,,,0
't Kippegie,http://www.kippegie.nl/,Horeca,,"Van Asch van Wijckskade 26, 3512 VS Utrecht, Nederland",,,,info@kippegie.nl,+31 30 633 6123,,new,,,,,,,,{},,,,0
Silk Road Utrecht,http://www.silkroad.nl/,Horeca,,"Oudegracht aan de Werf 159k, 3511 AK Utrecht, Nederland",,,,tilburg@silkroad.nl,+31133035084,,new,,,,,,,,{},,,,0
Restaurant Mezzeria Milo Utrecht centrum,https://milo-utrecht.nl/,Horeca,,"Drieharingstraat 2, 3511 AH Utrecht, Nederland",,,,info@milo-utrecht.nl,+31307431915,,new,,,,,,,,{},,,,0
30ML Vredenburg,https://30ml.nl/en/locations/30ml-vredenburg-utrecht/,Horeca,,"Vredenburg 23, 3511 RN Utrecht, Nederland",,,,vredenburg@30ml.nl,+31 30 304 0011,,new,,,,,,,,{},,,,0
Pizza Beppe Utrecht Janskerkhof,https://www.pizzabeppe.nl/en/locations/utrecht/janskerkhof?utm_source=google&utm_medium=organic&utm_campaign=bedrijfprofiel&utm_content=websiteklik,Horeca,,"Janskerkhof 24, 3512 BN Utrecht, Nederland",,,,groupreservation14@pizzabeppe.nl,0302004763,,new,,,,,,,,{},,,,0
El Qatarijne,http://www.elqatarijne.nl/,Horeca,,"Mariaplaats 24, 3511 LL Utrecht, Nederland",,,,8485info@elqatarijne.nl,+310302318485,,new,,,,,,,,{},,,,0
Il Pozzo,http://www.ilpozzo.nl/,Horeca,,"Oudegracht aan de Werf 136, 3511 AX Utrecht, Nederland",,,,info@ilpozzo.nl,+31 30 231 1861,,new,,,,,,,,{},,,,0
Chillz,https://chillz.nl/,Horeca,,"Oudegracht aan de Werf 211, 3511 NH Utrecht, Nederland",,,,info@chillz.nl,+31 30 276 6480,,new,,,,,,,,{},,,,0
Restaurant Proost!,https://restaurantproost.nl/,Horeca,,"Bollenhofsestraat 2, 3572 VN Utrecht, Nederland",,,,info@restaurantproost.nl,+31 30 272 0151,,new,,,,,,,,{},,,,0
Bartholomeus Gasthuis,http://www.bartholomeusgasthuis.nl/,Horeca,,"Lange Smeestraat 40, 3511 PZ Utrecht, Nederland",,,,info@bartholomeusgasthuis.nl,0302310254,,new,,,,,,,,{},,,,0
Ekmekci Utrecht Hoog Catharijne,https://ekmekci.nl/,Horeca,,"Stationsplein 85, 3511 ED Utrecht, Nederland",,,,NL010AL@ekmekci.nl,+31103140175,https://www.linkedin.com/company/ekmekci,new,,,,,,,,{},,,,0
Dotslash Restaurant,https://www.dotslash.nl/zaal-huren-utrecht,Horeca,,"Europalaan 100, 3526 KS Utrecht, Nederland",,,,info@dotslash.nl,0304200000,https://www.linkedin.com/company/dotslashutrecht,new,,,,,,,,{},,,,0
Le Jardin,http://www.lejardinutrecht.nl/,Horeca,,"Mariaplaats 42, 3511 LL Utrecht, Nederland",,,,info@lejardinutrecht.nl,+31 30 400 4242,,new,,,,,,,,{},,,,0
Restaurant Mejuffrouw Janssen,http://www.mejjanssen.nl/,Horeca,,"Oudegracht aan de Werf 143, 3511 AJ Utrecht, Nederland",,,,info@mejjanssen.nl,+31 30 231 0938,,new,,,,,,,,{},,,,0
Boslust Cafe Restaurant,http://www.boslust.com/,Horeca,,"Mariastraat 31, 3511 LN Utrecht, Nederland",,,,//info@boslust.com,+31 30 230 2136,,new,,,,,,,,{},,,,0
Stael,http://www.stael.nl/,Horeca,,"Twijnstraat 9, 3511 ZG Utrecht, Nederland",,,,info@stael.nl,030 8780723,,new,,,,,,,,{},,,,0
Restaurant de Watertoren Utrecht,https://watertorenutrecht.nl/,Horeca,,"Heuveloord 25a, 3523 CK Utrecht, Nederland",,,,info@watertorenutrecht.nl,+31303031216,,new,,,,,,,,{},,,,0
Pizza Beppe Utrecht Hardebollenstraat,https://www.pizzabeppe.nl/en/locations/utrecht/centrum?utm_source=google&utm_medium=organic&utm_campaign=bedrijfprofiel&utm_content=websiteklik,Horeca,,"Hardebollenstraat 10, 3512 TP Utrecht, Nederland",,,,groupreservation4@pizzabeppe.nl,+31 30 304 5292,,new,,,,,,,,{},,,,0
Trattoria Polpette,https://www.trattoriapolpette.nl/,Horeca,,"Gruttersdijk 42, 3514 BH Utrecht, Nederland",,,,info@polpette.nl,+31 30 696 6076,,new,,,,,,,,{},,,,0
De Pizzabakkers Twijnstraat,https://www.depizzabakkers.nl/twijnstraat/,Horeca,,"Twijnstraat 65, 3511 ZJ Utrecht, Nederland",,,,twijnstraat@depizzabakkers.nl,+31303070100,https://www.linkedin.com/company/de-pizzabakkers,new,,,,,,,,{},,,,0
Pizza Beppe Utrecht Oudegracht,https://www.pizzabeppe.nl/en/locations/utrecht/oudegracht?utm_source=google&utm_medium=organic&utm_campaign=bedrijfprofiel&utm_content=websiteklik,Horeca,,"Oudegracht 178, 3511 NP Utrecht, Nederland",,,,groupreservation11@pizzabeppe.nl,0302066000,,new,,,,,,,,{},,,,0
De Pizzabakkers Croeselaan,https://www.depizzabakkers.nl/vestigingen/utrecht-croeselaan/,Horeca,,"Brederoplein 6, 3521 XA Utrecht, Nederland",,,,croeselaan@depizzabakkers.nl,+31303070101,https://www.linkedin.com/company/de-pizzabakkers,new,,,,,,,,{},,,,0
